,avg_word_length,n_polysyllables,n_monosyllables,n_lemmas,ttr,tokens_per_sentence,avg_aoa,avg_concreteness,n_low_concreteness,n_low_synsets,n_low_aoa,avg_Auditory_sensorimotor,avg_Gustatory_sensorimotor,avg_Haptic_sensorimotor,avg_Interoceptive_sensorimotor,avg_Olfactory_sensorimotor,avg_Visual_sensorimotor,avg_Foot_leg_sensorimotor,avg_Hand_arm_sensorimotor,avg_Head_sensorimotor,avg_Mouth_sensorimotor,avg_Torso_sensorimotor,avg_valence,avg_dominance,sentiment_score,tree_depth,n_noun,n_verb,n_adv,n_pron,n_intj,n_det,n_adj,n_part,n_aux,n_num,n_VERB_Tense_Past,n_VERB_Tense_Pres,n_adjacent_repetitions,pronoun_noun_ratio,verb_noun_ratio,filler_to_noun_ratio,noun_verb_ratio,det_noun_ratio,aux_verb_ratio,particle_verb_ratio
n_low_aoa,0.22268187790592703,0.15037161667499563,-0.2082385138183018,0.9793202412051931,0.976985192981485,0.1281804324719784,-0.15139890420167687,-0.4465268194006875,0.8809196091792417,0.1974381986856648,1.0,0.08868949562021235,-0.10380371953764098,-0.34542344922701995,0.06453021273484558,-0.13169910442264632,-0.5004177477911981,-0.04611071032735404,-0.27407268091264037,-0.16925221053804623,0.08053778679929446,-0.1319470107036132,0.08428220520958975,0.10125641030684927,0.2260599348645112,0.13726693359784528,0.16262070308603851,-0.07953832286478656,0.04398887478458089,-0.258664025521299,0.017075663977869127,0.1092137529289514,0.17525224092513547,-0.7029491510411623,-0.6910521908132832,0.24406970279925946,-0.25198214730051516,0.18839793654939105,0.025091049165834555,-0.19614910029556615,-0.1312140113254625,-0.00783058556126498,0.1463714317927119,-0.037399573699172454,-0.07218317405264724,-0.08215150477176059
avg_Auditory_sensorimotor,-0.11471478744372453,-0.09814465037435897,0.10356311571049437,0.0872874987518944,0.09093214178173284,-0.08190740666141955,-0.19905962909860514,-0.34765391158459874,0.10926485536601402,-0.013108128438948218,0.08868949562021235,1.0,-0.28700720261659274,-0.24878313031097118,0.3539910689042431,-0.08563754250401018,-0.18220008305702862,0.01129536226718355,-0.26775338739218096,0.5130750991390535,0.30036834550353375,0.027435570552640887,0.3344029304614628,0.48357304761577896,0.18226408619317547,-0.061977888885167774,-0.39713053977630847,0.16564984496476023,-0.07711533307714044,0.3240084838494957,0.06284623059166633,-0.2071408233641174,0.09187401133125093,-0.027664851672212314,-0.046266113620933795,-0.1868892508256646,-0.04937767446441251,0.1257728701615635,0.14433675653931166,0.4128928780634868,0.383725331301913,0.18123387471910987,-0.35591166314662254,0.1305552858841187,0.043328702889452717,0.14988692300985035
avg_Gustatory_sensorimotor,-0.1354441935690694,-0.19439356403752087,0.19482758484958806,-0.12842619599794228,-0.14565001761980148,-0.2609294760331979,-0.26571734250385715,0.3472095917173849,-0.14489115469369337,0.05827060482405506,-0.10380371953764098,-0.28700720261659274,1.0,0.4568862468551204,-0.04133075710856607,0.8924532253075069,0.2535958651888837,-0.2728360770822356,0.2689589363629886,-0.13730225430190346,0.6195811338475501,-0.023670528834124144,0.21876864623253509,-0.37966679169217005,0.15901910529771313,-0.29867068670354446,0.14317167034648653,-0.07106180469414512,-0.0768280026572585,-0.0022465357490761718,0.2203075695020928,-0.21441701513500816,0.07400803180848474,0.05943290436538861,0.06103466345563257,-0.08804908393836548,-0.11458323475307682,0.039527264914750726,0.08632015775962561,-0.058654602162972226,-0.0961141505360582,0.14918351153657736,0.15489517102529624,-0.312013370706517,-0.07582004664596137,-0.09347643457242251
avg_Haptic_sensorimotor,-0.23202798814672596,-0.27159876072955064,0.2733278738769682,-0.37421794814095105,-0.38816137925440963,-0.2074325623556304,-0.25932313803819035,0.7076751566384714,-0.475145273707897,-0.11023939181372598,-0.34542344922701995,-0.24878313031097118,0.4568862468551204,1.0,-0.10104440389586089,0.5783057482703694,0.7017811066046712,0.3533359367968457,0.8000194369961999,-0.10672585117289836,0.0837347498627192,0.40539836692117626,0.019881438407135358,-0.3629897844354025,-0.05725922895429291,-0.23611525971600708,0.06613641395657678,0.1518531636974643,-0.07426778023309172,0.1348007009681912,-0.008907606618229329,-0.06872249024202925,-0.04469857281285018,0.35055408054205023,0.3316004693667959,-0.16742919494700395,0.18183467171102496,-0.07198671658178546,-0.017829651707982622,-0.006879154550331802,-0.0035473718010146415,-0.052254023564665894,-0.03987815476626514,-0.11828306090733558,-0.1498681480049901,-0.06166308133141648
avg_Interoceptive_sensorimotor,-0.1410381576775953,-0.007940091267996484,0.043475472104159446,0.03850456067277195,0.04045250697772193,-0.14005373930059528,-0.054223225877098456,-0.3968556251758666,0.11947571673597307,-0.10382414705560247,0.06453021273484558,0.3539910689042431,-0.04133075710856607,-0.10104440389586089,1.0,-0.050800281703188864,-0.4371912217253963,0.2278658882732916,-0.026330731416242953,0.329540772830654,0.3779414398220355,0.4680769910519561,-0.12322097000317923,0.1804668485005772,-0.10432465257142477,-0.10652015535939117,-0.24529276082443,0.24108130875880687,0.06950412525671625,0.19990805843801313,0.04919439337406454,-0.18092025631575878,0.010037935538133596,-0.07913912721414035,-0.13804950673223382,-0.20780374218585235,-0.10453158321467951,0.2530827818808554,0.03223118261235649,0.23233933934317025,0.28271503581797525,0.1142541917109027,-0.3078581625564752,0.006180244806836616,-0.12996598477090668,0.09544032941273262
avg_Olfactory_sensorimotor,-0.23426216967595795,-0.30334727547053214,0.29398695142762804,-0.1578319268206562,-0.17950589410000964,-0.3405416948221838,-0.39830182617136356,0.4172973445052045,-0.19812951188280398,0.031142572503077386,-0.13169910442264632,-0.08563754250401018,0.8924532253075069,0.5783057482703694,-0.050800281703188864,1.0,0.4143419321125016,-0.09856421891723133,0.36571558202388355,-0.014436334378140167,0.5486579645693888,0.10594283427403833,0.36131618312315034,-0.32783291092194056,0.1789001000833722,-0.36761145531871053,0.057926834544086994,-0.025092899356257404,-0.07463964553701045,0.07297086092868607,0.21645075677543477,-0.27939133052172477,0.07164746307666656,0.1428936028267322,0.1384321285669837,-0.16738814975235144,-0.05150643326410319,0.012607128619026497,0.13355480692230573,0.019300627255243057,-0.02198507041569556,0.15783695197905587,0.06951506684784249,-0.31575434548632725,-0.06328952923374874,-0.0530728490821161
avg_Visual_sensorimotor,-0.04732568387145184,-0.12943567112617885,0.08808938293354956,-0.5011511899029314,-0.5179040671434019,-0.07056735358022147,0.018767239168811855,0.8141281675243405,-0.6696695888675888,0.005416126700572304,-0.5004177477911981,-0.18220008305702862,0.2535958651888837,0.7017811066046712,-0.4371912217253963,0.4143419321125016,1.0,0.2690676633314914,0.6108098724504211,0.09901683105344421,-0.10908003340551684,0.20106177524639746,0.13426334974588022,-0.14357704867628546,0.061282086385833635,-0.10286057933474603,0.22236229242255945,-0.02805924967415313,-0.11261900131078066,0.009734232089698116,-0.10113696123920203,0.0886111501323271,0.004653795397455204,0.4625556779960721,0.4765852600059384,-0.08710534902866808,0.221980420418219,-0.19000517472229994,-0.1085955479083722,-0.17607920255389045,-0.21096099216734734,-0.18955411854332796,0.18130269839579852,-0.10650214702519725,-0.07472884844855003,-0.07718904782904798
avg_Foot_leg_sensorimotor,-0.11487136873731651,-0.07223683496926767,0.041090525491063484,-0.07346714998000352,-0.08025993338512974,-0.04994370790760478,-0.08236066762792396,0.21951680285273137,-0.14090361260629433,-0.1461220123754594,-0.04611071032735404,0.01129536226718355,-0.2728360770822356,0.3533359367968457,0.2278658882732916,-0.09856421891723133,0.2690676633314914,1.0,0.6039527850995169,0.13248760648563276,-0.15835202196667378,0.803397075644903,-0.07435733978367261,0.035325025510958216,-0.07845279488437629,-0.029247437425263402,0.0187186833301732,0.20212619702275975,0.08420141285833331,-0.011467577077768276,-0.11040716165040922,0.047163067599859,-0.16861554128457518,0.06292466420456182,-0.004220343598566995,-0.14046438626821495,0.04844141402614062,0.12288332702008503,-0.0773024331972942,-0.08594466819899702,0.013154483071771835,-0.13750068389626588,-0.10963550155817305,0.004924044570623191,-0.2845583706178235,-0.02948048773959633
avg_Hand_arm_sensorimotor,-0.1361527041764357,-0.16888402345202083,0.14038092494717874,-0.31485521722556986,-0.3289254525756914,-0.12095220446759415,-0.10359457874633428,0.6059864150298911,-0.40771795574723924,-0.1477985105946612,-0.27407268091264037,-0.26775338739218096,0.2689589363629886,0.8000194369961999,-0.026330731416242953,0.36571558202388355,0.6108098724504211,0.6039527850995169,1.0,0.050434392398079675,0.09492313736116034,0.6415873501480136,-0.005115274154971245,-0.1899181410503803,-0.03377241911173592,-0.14302384269202523,0.16326120838270727,0.1963180584707716,-0.06308558510167282,0.06117145565465296,-0.105943772140168,0.03856386872077519,-0.16000297824959553,0.2888144986273439,0.22431837802200055,-0.14074049818749884,0.12333488136819604,0.005278424166802411,-0.09935206670163438,-0.11291116288900302,-0.06676246998053509,-0.1640366423030486,-0.0006413310188466952,-0.10952678516835386,-0.2802846070143937,-0.005420915136518599
avg_Head_sensorimotor,0.015417341308823733,0.012991554688382267,-0.003187088959192443,-0.17536108826788377,-0.17696785699907297,-0.04677788898261031,0.08263715945267328,-0.1290641087555033,-0.16907045075189628,0.07845055812073755,-0.16925221053804623,0.5130750991390535,-0.13730225430190346,-0.10672585117289836,0.329540772830654,-0.014436334378140167,0.09901683105344421,0.13248760648563276,0.050434392398079675,1.0,0.25449759172728137,0.18985543881043365,0.30850832768467257,0.4752662186496205,0.17978752985732743,-0.03070406286404302,-0.16645850044756222,0.14283064969180448,-0.03638799262089041,0.2359734881282822,-0.06684854715886616,-0.12225526071729893,0.12404670291505726,0.22491702899128577,0.1949290175264539,-0.25325947835201973,-0.052443044882880846,0.1152675209095166,-0.01700896481691591,0.22685975641012207,0.21029202674655192,0.03152766816943309,-0.18087102288574386,0.021468796085709296,0.019555861170467835,0.22714606959659078
avg_Mouth_sensorimotor,-0.12323115395883831,-0.14281889215183657,0.15318733509720397,0.0527018793130222,0.04147609462241288,-0.21199292651127558,-0.25240220330253116,-0.003865377655840763,0.0532848972925114,-0.039629476871362423,0.08053778679929446,0.30036834550353375,0.6195811338475501,0.0837347498627192,0.3779414398220355,0.5486579645693888,-0.10908003340551684,-0.15835202196667378,0.09492313736116034,0.25449759172728137,1.0,0.18784828089362227,0.25981387128683103,0.03245230663536449,0.23347834734869713,-0.22812513881005275,-0.06035248784796051,0.12658952025408785,-0.18637444229546327,0.1730385261611038,0.20737552289717065,-0.22713999498676113,-0.0019219368332395064,-0.0736483232188136,-0.10933788566123735,-0.14891670915962388,-0.19975198357470064,0.222106585326815,0.173123166078071,0.1670568519963206,0.16245446861399185,0.22310347259535093,-0.08654192247751755,-0.15100530599367382,-0.16885280379966858,-0.0077130754427779955
avg_Torso_sensorimotor,-0.1439455807972592,-0.08470407340406247,0.05096568620572135,-0.16840226110886158,-0.1753944690835088,-0.12562930325284835,-0.07097212783410958,0.2553608584141379,-0.21529722806346036,-0.19110468483916168,-0.1319470107036132,0.027435570552640887,-0.023670528834124144,0.40539836692117626,0.4680769910519561,0.10594283427403833,0.20106177524639746,0.803397075644903,0.6415873501480136,0.18985543881043365,0.18784828089362227,1.0,-0.09543709016763145,0.023093253410486115,-0.10103290527014895,-0.10874721580127104,0.0511925409822202,0.25120447821384245,0.0015806980549413247,0.059412967294929536,-0.06204909572835252,-0.009652514251872536,-0.19280643974988357,0.0957196069560439,0.022191583161258705,-0.19372168795689695,0.06357815857507523,0.13764501832772044,-0.05210587566307171,-0.06338779090493397,0.02783498513701855,-0.10323041480519292,-0.10666379287812909,-0.08601668030739072,-0.3261490569040882,-0.04465643591096505
avg_valence,-0.10919345920861394,-0.10788591750842023,0.13720291178362023,0.06727440701065386,0.05170097579472036,-0.2675338981856027,-0.2679606600878788,-0.09995801965264972,0.07140619834584651,0.20112482911964838,0.08428220520958975,0.3344029304614628,0.21876864623253509,0.019881438407135358,-0.12322097000317923,0.36131618312315034,0.13426334974588022,-0.07435733978367261,-0.005115274154971245,0.30850832768467257,0.25981387128683103,-0.09543709016763145,1.0,0.3611536588476584,0.6881298576131325,-0.27609633973453784,-0.1280590814491647,-0.14347434219885916,-0.02615539031179976,-0.01987802858647121,0.2818696418915569,-0.26238427106979456,0.2048758187831151,-0.019228630383818817,-0.008241477720185023,-0.09842999968801996,-0.2352752227776081,0.1357028012178306,0.12640623142712668,0.12842117516769522,0.0673089627713725,0.28434768914657427,-0.005818262151797804,-0.16215742570876762,0.031078810295515943,0.01654421424984107
avg_dominance,0.38044336755427716,0.4281947624486587,-0.3726140388947232,0.10615230248295958,0.11866833886022043,0.19939290754866698,0.4376513616355091,-0.41200743613546464,0.12094474433142571,0.18675978334557367,0.10125641030684927,0.48357304761577896,-0.37966679169217005,-0.3629897844354025,0.1804668485005772,-0.32783291092194056,-0.14357704867628546,0.035325025510958216,-0.1899181410503803,0.4752662186496205,0.03245230663536449,0.023093253410486115,0.3611536588476584,1.0,0.37123472875026453,0.2009540563229089,-0.02679207769839604,-0.02287687027642109,-0.04446518253499375,0.05498130134846207,-0.10771134236225345,0.09829178427045326,0.22127142221505583,-0.03945068430816725,-0.025729005804159457,-0.2105950822206692,-0.054588605765188314,0.09092717169683842,-0.07736097020934901,0.04913309326193479,0.02078812214199529,-0.047594385240539765,-0.011754077671960714,0.10116070645010512,0.07200694421777287,0.1257765422911711
sentiment_score,0.15622858020370411,0.08713256290828873,-0.11580031041172512,0.20148196219382142,0.18983516872381304,-0.0812536918275339,-0.005155412128002001,-0.1400498729569287,0.16203490108918703,0.2789837700491804,0.2260599348645112,0.18226408619317547,0.15901910529771313,-0.05725922895429291,-0.10432465257142477,0.1789001000833722,0.061282086385833635,-0.07845279488437629,-0.03377241911173592,0.17978752985732743,0.23347834734869713,-0.10103290527014895,0.6881298576131325,0.37123472875026453,1.0,-0.086696039103114,0.04847488050868252,-0.18495989164655485,-0.05308090860539588,-0.11188927326040463,0.11495140293156947,-0.05178345523486846,0.3041413132006811,-0.1492167745144686,-0.14252975791539071,0.0027161106296494254,-0.2593137316117252,0.09974425582352203,0.061994176891626084,-0.07907051049626695,-0.12525156076009852,0.05812648061446325,0.1255544740415542,-0.11737211306285623,-0.00010709049972724292,0.023374555604069227
tree_depth,0.476318131960013,0.3865673830633168,-0.4965485212077816,0.12577305690535343,0.15383022953652417,0.9373332946306862,0.45827306369083093,-0.1076011333071202,0.10608625880227196,0.1342496675782337,0.13726693359784528,-0.061977888885167774,-0.29867068670354446,-0.23611525971600708,-0.10652015535939117,-0.36761145531871053,-0.10286057933474603,-0.029247437425263402,-0.14302384269202523,-0.03070406286404302,-0.22812513881005275,-0.10874721580127104,-0.27609633973453784,0.2009540563229089,-0.086696039103114,1.0,0.31271303821983065,0.18422717175922515,0.04478073338689512,0.01768283023035928,-0.6599388843701798,0.3900097139687689,-0.01975302426535844,-0.029044583860075218,-0.01195272513339713,0.13745646383278123,0.1824528982868792,-0.07185878493752444,-0.2921394893095105,-0.2169068871531766,-0.143871119057619,-0.5812615767206233,0.12991509831432077,0.15065975643274498,0.05783402797317528,-0.0387375322737574
n_noun,0.5463632142544875,0.43421178762373697,-0.5269064077474173,0.1914517112278289,0.17757824086259835,0.3242685921415489,0.3784484286158031,0.3405999195917982,-0.01934781334460237,0.3405711899692113,0.16262070308603851,-0.39713053977630847,0.14317167034648653,0.06613641395657678,-0.24529276082443,0.057926834544086994,0.22236229242255945,0.0187186833301732,0.16326120838270727,-0.16645850044756222,-0.06035248784796051,0.0511925409822202,-0.1280590814491647,-0.02679207769839604,0.04847488050868252,0.31271303821983065,1.0,-0.2780176531992642,-0.15080463984606207,-0.4807409642944082,-0.28355916042669543,0.5370230634645666,0.10009830886488685,-0.2356174037439424,-0.19493939132973348,0.1988647782415334,-0.05429630324255695,-0.009925610800625742,-0.1636985397694706,-0.8685816580745206,-0.8530029110982554,-0.4975309069333775,0.8475226158836634,-0.3181978188231216,-0.18978618342237852,-0.28381458598234416
n_verb,-0.22559308584815743,-0.21110190241619106,0.1554303850192035,-0.13248762542790485,-0.10599555417209816,0.11626554895419397,-0.16441888821867648,0.02197329431166946,-0.06411172960898025,-0.29168955045105494,-0.07953832286478656,0.16564984496476023,-0.07106180469414512,0.1518531636974643,0.24108130875880687,-0.025092899356257404,-0.02805924967415313,0.20212619702275975,0.1963180584707716,0.14283064969180448,0.12658952025408785,0.25120447821384245,-0.14347434219885916,-0.02287687027642109,-0.18495989164655485,0.18422717175922515,-0.2780176531992642,1.0,-0.049679624438381274,0.5745285550116922,-0.4336457449187983,-0.1457657196811801,-0.3170909271374973,0.1838387422952434,0.030802671521825312,-0.23998648713038767,0.23105381265685693,0.3939026513871719,-0.08956808530463735,0.3768570095676745,0.63103983811531,-0.29321233480628106,-0.6959527772724794,0.09561535892209466,-0.4684609452900744,0.026033300717951596
n_adv,-0.011007285336204216,0.011626956314614403,0.020356522318630162,0.03136048612308533,0.03079698404782986,0.03106696478283545,-0.03643762781392949,-0.1842116614939105,0.13809061823985738,0.061327887791909244,0.04398887478458089,-0.07711533307714044,-0.0768280026572585,-0.07426778023309172,0.06950412525671625,-0.07463964553701045,-0.11261900131078066,0.08420141285833331,-0.06308558510167282,-0.03638799262089041,-0.18637444229546327,0.0015806980549413247,-0.02615539031179976,-0.04446518253499375,-0.05308090860539588,0.04478073338689512,-0.15080463984606207,-0.049679624438381274,1.0,-0.06404899778325367,-0.19606964929127318,-0.10976467959197235,0.00024927986570936485,-0.007157293566914233,0.021989509376570033,0.03641754485401557,-0.03944805450246062,-0.008376535287467405,-0.05754115771109429,0.024685534308241254,0.03533619028174226,-0.1416887199688744,-0.12139634948081243,-0.0025762219610972604,0.027099120794375625,-0.0009033128653115662
